smiles_1,smiles_2,mol_%_1,mol_%_2,Tg,Tg_predicted_mean,Tg_predicted_std
*N1C(=O)C2=CC(=CC=C2C1=O)C(C(F)(F)(F))(C(F)(F)(F))C(=CC=C3(C4(=O)))C=C3C(=O)N4C5=CC=C(C=C5)OC(=CC7=C8)C=CC7=CC=C8OC5=CC=C(C=C5)*,*N1C(=O)C2=CC(=CC=C2C1=O)C(C(F)(F)(F))(C(F)(F)(F))C(=CC=C3(C4(=O)))C=C3C(=O)N4C5=CC=C(C=C5)OC(C=C5)=CC=C5*,25,75,290,269.675825306353,24.01329527060512
*N1C(=O)C2=CC(=CC=C2C1=O)C(C(F)(F)(F))(C(F)(F)(F))C(=CC=C3(C4(=O)))C=C3C(=O)N4C5=CC=C(C=C5)OC(=CC7=C8)C=CC7=CC=C8OC5=CC=C(C=C5)*,*N1C(=O)C2=CC(=CC=C2C1=O)C(C(F)(F)(F))(C(F)(F)(F))C(=CC=C3(C4(=O)))C=C3C(=O)N4C5=CC=C(C=C5)OC(C=C5)=CC=C5*,50,50,296,260.7275407164618,24.36581186868269
*N1C(=O)C2=CC(=CC=C2C1=O)C(C(F)(F)(F))(C(F)(F)(F))C(=CC=C3(C4(=O)))C=C3C(=O)N4C5=CC=C(C=C5)OC(=CC7=C8)C=CC7=CC=C8OC5=CC=C(C=C5)*,*N1C(=O)C2=CC(=CC=C2C1=O)C(C(F)(F)(F))(C(F)(F)(F))C(=CC=C3(C4(=O)))C=C3C(=O)N4C5=CC=C(C=C5)OC(C=C5)=CC=C5*,75,25,299,258.5279706234015,24.759337350991064
*N1C(=O)C2=CC(=CC=C2C1=O)C(=CC=C3(C4(=O)))C=C3C(=O)N4C5=CC=C(C=C5)OC(C=C5)=CC=C5*,*N1C(=O)C2=CC(=CC=C2C1=O)C(=CC=C3(C4(=O)))C=C3C(=O)N4C5=CC=C(C=C5)OC(=C5)C=CC=C5OC(C=C5)=CC=C5*,10,90,203,258.92400569067786,19.43118800787152
*N1C(=O)C2=CC(=CC=C2C1=O)C(C(F)(F)(F))(C(F)(F)(F))C(=CC=C3(C4(=O)))C=C3C(=O)N4C5=CC=C(C(C(F)(F)(F))=C5)OC6=CC(=CC(OC1(=C(C(=C(C(=C1F)F)(C=C))F)F))=C6)OC6=C(C(F)(F)(F))C=C(C=C6)*,*N1C(=O)C2=CC(=CC=C2C1=O)C(C(F)(F)(F))(C(F)(F)(F))C(=CC=C3(C4(=O)))C=C3C(=O)N4C5=CC=C(C(C(F)(F)(F))=C5)OC6=CC=C(C=C6)OC6=C(C(F)(F)(F))C=C(C=C6)*,30,70,217,246.3038579875856,25.30732294322276
*N1C(=O)C2=CC(=CC=C2C1=O)C(C(F)(F)(F))(C(F)(F)(F))C(=CC=C3(C4(=O)))C=C3C(=O)N4C5=CC=C(C(C(F)(F)(F))=C5)OC6=CC(=CC(OC1(=C(C(=C(C(=C1F)F)(C=C))F)F))=C6)OC6=C(C(F)(F)(F))C=C(C=C6)*,*N1C(=O)C2=CC(=CC=C2C1=O)C(C(F)(F)(F))(C(F)(F)(F))C(=CC=C3(C4(=O)))C=C3C(=O)N4C5=CC=C(C(C(F)(F)(F))=C5)OC6=CC=C(C=C6)OC6=C(C(F)(F)(F))C=C(C=C6)*,50,50,207,236.0929218475713,27.576518803444014
*N1C(=O)C2=CC(=CC=C2C1=O)C(C(F)(F)(F))(C(F)(F)(F))C(=CC=C3(C4(=O)))C=C3C(=O)N4C5=CC=C(C(C(F)(F)(F))=C5)OC6=CC(=CC(OC1(=C(C(=C(C(=C1F)F)(C=C))F)F))=C6)OC6=C(C(F)(F)(F))C=C(C=C6)*,*N1C(=O)C2=CC(=CC=C2C1=O)C(C(F)(F)(F))(C(F)(F)(F))C(=CC=C3(C4(=O)))C=C3C(=O)N4C5=CC=C(C(C(F)(F)(F))=C5)OC6=CC=C(C=C6)OC6=C(C(F)(F)(F))C=C(C=C6)*,70,30,204,230.8751297447974,28.909035185101622
*N1C(=O)C2=CC(=CC=C2C1=O)C(C(F)(F)(F))(C(F)(F)(F))C(=CC=C3(C4(=O)))C=C3C(=O)N4C5=C(C)C(C)=C(C(C)=C5(C))*,*N1C(=O)C2=CC(=CC=C2C1=O)C(C(F)(F)(F))(C(F)(F)(F))C(=CC=C3(C4(=O)))C=C3C(=O)N4C5=CC(=CC=C5)*,75,25,408,366.3592493421673,28.26724371002648
*N1C(=O)C2=CC(=CC=C2C1=O)C(C(F)(F)(F))(C(F)(F)(F))C(=CC=C3(C4(=O)))C=C3C(=O)N4C5=C(C)C(C)=C(C(C)=C5(C))*,*N1C(=O)C2=CC(=CC=C2C1=O)C(C(F)(F)(F))(C(F)(F)(F))C(=CC=C3(C4(=O)))C=C3C(=O)N4C5=CC(=CC=C5)*,50,50,357,358.1503175173667,27.08821098468075
*N1C(=O)C2=CC(=CC=C2C1=O)C(C(F)(F)(F))(C(F)(F)(F))C(=CC=C3(C4(=O)))C=C3C(=O)N4C5=C(C)C(C)=C(C(C)=C5(C))*,*N1C(=O)C2=CC(=CC=C2C1=O)C(C(F)(F)(F))(C(F)(F)(F))C(=CC=C3(C4(=O)))C=C3C(=O)N4C5=CC(=CC=C5)*,25,75,328,339.49847134796306,28.00041046892285
*N1C(=O)C2=CC(=CC=C2C1=O)C(C(F)(F)(F))(C(F)(F)(F))C(=CC=C3(C4(=O)))C=C3C(=O)N4C5=C(C)C(C)=C(C(C)=C5(C))*,*N1C(=O)C2=CC(=CC=C2C1=O)C(C(F)(F)(F))(C(F)(F)(F))C(=CC=C3(C4(=O)))C=C3C(=O)N4C5=C(C)C(=CC=C5)*,75,25,413,364.6694033235072,28.646389501392957
*N1C(=O)C2=CC(=CC=C2C1=O)C(C(F)(F)(F))(C(F)(F)(F))C(=CC=C3(C4(=O)))C=C3C(=O)N4C5=C(C)C(C)=C(C(C)=C5(C))*,*N1C(=O)C2=CC(=CC=C2C1=O)C(C(F)(F)(F))(C(F)(F)(F))C(=CC=C3(C4(=O)))C=C3C(=O)N4C5=C(C)C(=CC=C5)*,50,50,382,359.41677281359034,27.647613526880946
*N1C(=O)C2=CC(=CC=C2C1=O)C(C(F)(F)(F))(C(F)(F)(F))C(=CC=C3(C4(=O)))C=C3C(=O)N4C5=C(C)C(C)=C(C(C)=C5(C))*,*N1C(=O)C2=CC(=CC=C2C1=O)C(C(F)(F)(F))(C(F)(F)(F))C(=CC=C3(C4(=O)))C=C3C(=O)N4C5=C(C)C(=CC=C5)*,25,75,364,346.7972376150524,27.630612268452325
*N1C(=O)C2=CC(=CC=C2C1=O)C(C(F)(F)(F))(C(F)(F)(F))C(=CC=C3(C4(=O)))C=C3C(=O)N4C5=CC(=CC=C5)OC5=CC(=CC=C5)OC5=CC(=CC=C5)*,*N1C(=O)C2=CC(=CC=C2C1=O)C(C(F)(F)(F))(C(F)(F)(F))C(=CC=C3(C4(=O)))C=C3C(=O)N4C5=CC=C(C=C5)OC5=CC=C(C=C5)C(C(F)(F)(F))(C(F)(F)(F))C5=CC=C(C=C5)OC5=CC=C(C=C5)*,75,25,199,228.44558617879,25.511081983502788
*N1C(=O)C2=CC(=CC=C2C1=O)C(C(F)(F)(F))(C(F)(F)(F))C(=CC=C3(C4(=O)))C=C3C(=O)N4C5=CC(=CC=C5)OC5=CC(=CC=C5)OC5=CC(=CC=C5)*,*N1C(=O)C2=CC(=CC=C2C1=O)C(C(F)(F)(F))(C(F)(F)(F))C(=CC=C3(C4(=O)))C=C3C(=O)N4C5=CC=C(C=C5)OC5=CC=C(C=C5)C(C(F)(F)(F))(C(F)(F)(F))C5=CC=C(C=C5)OC5=CC=C(C=C5)*,50,50,211,234.95027455950452,24.259036934119187
*N1C(=O)C2=CC(=CC=C2C1=O)C(C(F)(F)(F))(C(F)(F)(F))C(=CC=C3(C4(=O)))C=C3C(=O)N4C5=CC(=CC=C5)OC5=CC(=CC=C5)OC5=CC(=CC=C5)*,*N1C(=O)C2=CC(=CC=C2C1=O)C(C(F)(F)(F))(C(F)(F)(F))C(=CC=C3(C4(=O)))C=C3C(=O)N4C5=CC=C(C=C5)OC5=CC=C(C=C5)C(C(F)(F)(F))(C(F)(F)(F))C5=CC=C(C=C5)OC5=CC=C(C=C5)*,25,75,216,236.1030605698064,23.307309688651536
*N1C(=O)C2=CC(=C3C=C2C1=O)C(=O)N(C3(=O))C5=CC=CC(=C5)C(C(F)(F)(F))(C(F)(F)(F))C6=CC=CC(=C6)*,*N1C(=O)C2=CC(=C3C=C2C1=O)C(=O)N(C3(=O))C5=CC=C(C=C5)C(C(F)(F)(F))(C(F)(F)(F))C5=CC=C(C=C5)*,85,15,311,304.3038449117237,11.577196297552046
*N1C(=O)C2=CC(=C3C=C2C1=O)C(=O)N(C3(=O))C5=CC=CC(=C5)C(C(F)(F)(F))(C(F)(F)(F))C6=CC=CC(=C6)*,*N1C(=O)C2=CC(=C3C=C2C1=O)C(=O)N(C3(=O))C5=CC=C(C=C5)C(C(F)(F)(F))(C(F)(F)(F))C5=CC=C(C=C5)*,75,25,316,310.8726254888973,14.444170979270556
*N1C(=O)C2=CC(=C3C=C2C1=O)C(=O)N(C3(=O))C5=CC=CC(=C5)C(C(F)(F)(F))(C(F)(F)(F))C6=CC=CC(=C6)*,*N1C(=O)C2=CC(=C3C=C2C1=O)C(=O)N(C3(=O))C5=CC=C(C=C5)C(C(F)(F)(F))(C(F)(F)(F))C5=CC=C(C=C5)*,65,35,329,314.8087838887253,15.146626925946688
