PI name,SMILES-Polymer,Tg(℃),Measurement methods
"poly{(1,3,5,7-tetraoxo-5,7-dihydro-1H,3H-benzo[1,2-c:4,5-c']dipyrrole-2,6-diyl)-1,4-phenylene[(4-cyanophenyl)imino]-1,4-phenylene}",N#Cc1ccc(cc1)N(c1ccc(cc1)*)c1ccc(cc1)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)*,353.0,DSC
"poly{(1,1',3,3'-tetraoxo-5,5'-biisoindoline-2,2'-diyl)-1,4-phenylene[(4-cyanophenyl)imino]-1,4-phenylene}",N#Cc1ccc(cc1)N(c1ccc(cc1)*)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)*,358.0,DSC
"poly{(1,3-dioxoisoindoline-2,5-diyl)carbonyl(1,3-dioxoisoindoline-5,2-diyl)-1,4-phenylene[(4-cyanophenyl)imino]-1,4-phenylene}",N#Cc1ccc(cc1)N(c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)*)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)*,315.0,DSC
"poly{(1,3-dioxoisoindoline-2,5-diyl)oxy(1,3-dioxoisoindoline-5,2-diyl)-1,4-phenylene[(4-cyanophenyl)imino]-1,4-phenylene}",N#Cc1ccc(cc1)N(c1ccc(cc1)*)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)*,304.0,DSC
"poly{(1,3-dioxoisoindoline-2,5-diyl)[bis(trifluoromethyl)methylene](1,3-dioxoisoindoline-5,2-diyl)-1,4-phenylene[(4-cyanophenyl)imino]-1,4-phenylene}",N#Cc1ccc(cc1)N(c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)*)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(C(F)(F)F)(C(F)(F)F)*,321.0,DSC
"poly[(1,3,5,7-tetraoxo-5,7-dihydro-1H,3H-benzo[1,2-c:4,5-c']dipyrrole-2,6-diyl)-1,4-phenylene{4-[4-(3-cyanopropoxy)phenyl]pyridine-2,6-diyl}-1,4-phenylene]",N#CCCCOc1ccc(cc1)c1cc(nc(c1)c1ccc(cc1)*)c1ccc(cc1)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)*,345.0,DSC
"poly[(1,1',3,3'-tetraoxo-5,5'-biisoindoline-2,2'-diyl)-1,4-phenylene{4-[4-(3-cyanopropoxy)phenyl]pyridine-2,6-diyl}-1,4-phenylene]",N#CCCCOc1ccc(cc1)c1cc(nc(c1)c1ccc(cc1)*)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)*,360.0,DSC
"poly[(1,3-dioxoisoindoline-2,5-diyl)carbonyl(1,3-dioxoisoindoline-5,2-diyl)-1,4-phenylene{4-[4-(3-cyanopropoxy)phenyl]pyridine-2,6-diyl}-1,4-phenylene]",N#CCCCOc1ccc(cc1)c1cc(nc(c1)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)*)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)*,342.0,DSC
"poly[(1,3-dioxoisoindoline-2,5-diyl)oxy(1,3-dioxoisoindoline-5,2-diyl)-1,4-phenylene{4-[4-(3-cyanopropoxy)phenyl]pyridine-2,6-diyl}-1,4-phenylene]",N#CCCCOc1ccc(cc1)c1cc(nc(c1)c1ccc(cc1)*)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)*,315.0,DSC
"poly[(1,3-dioxoisoindoline-2,5-diyl)[bis(trifluoromethyl)methylene](1,3-dioxoisoindoline-5,2-diyl)-1,4-phenylene{4-[4-(3-cyanopropoxy)phenyl]pyridine-2,6-diyl}-1,4-phenylene]",N#CCCCOc1ccc(cc1)c1cc(nc(c1)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)*)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(C(F)(F)F)(C(F)(F)F)*,339.0,DSC
"poly[(1,3-dioxoisoindoline-2,5-diyl)carbonyl(1,3-dioxoisoindoline-5,2-diyl)-1,4-phenylene(phenylimino)-1,4-phenylene]",*c1ccc2c(c1)C(=O)N(C2=O)c1ccc(cc1)N(c1ccccc1)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)*,270.0,DSC
"poly{(1,3-dioxoisoindoline-2,5-diyl)carbonyl(1,3-dioxoisoindoline-5,2-diyl)-1,4-phenylene[4-(4-methoxyphenyl)pyridine-2,6-diyl]-1,4-phenylene}",COc1ccc(cc1)c1cc(nc(c1)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)*)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)*,331.0,DSC
"poly[(1,3-dioxoisoindoline-5,2-diyl)-1,4-phenylene(1,3-dioxoisoindoline-2,5-diyl)oxy-1,3-phenylene(dimethylmethylene)-1,4-phenyleneoxy]",*c1ccc(cc1)N1C(=O)c2c(C1=O)ccc(c2)Oc1ccc(cc1)C(c1cccc(c1)Oc1ccc2c(c1)C(=O)N(C2=O)*)(C)C,268.0,DSC
"poly{[4-(2-nitrobenzyloxy)-1,3-dioxoisoindoline-2,5-diyl]carbonyl[4-(2-nitrobenzyloxy)-1,3-dioxoisoindoline-5,2-diyl]-1,4-phenyleneoxy-1,4-phenylene}",*c1ccc2c(c1OCc1ccccc1[N+](=O)[O-])C(=O)N(C2=O)c1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)ccc(c2OCc1ccccc1[N+](=O)[O-])C(=O)*,198.0,DSC
"poly[(1,3-dioxoisoindoline-4,2-diyl)(3,3',5,5'-tetramethylbiphenyl-4,4'-diyl)(1,3-dioxoisoindoline-2,4-diyl)oxy-1,4-phenylene(1-methylethane-1,1-diyl)-1,4-phenyleneoxy]",*N1C(=O)c2c(C1=O)c(ccc2)Oc1ccc(cc1)C(c1ccc(cc1)Oc1cccc2c1C(=O)N(C2=O)c1c(C)cc(cc1C)c1cc(C)c(c(c1)C)*)(C)C,265.0,DSC
"poly[(1,3-dioxoisoindoline-4,2-diyl)-2,6-dimethyl-1,4-phenylenemethylene-3,5-dimethyl-1,4-phenylene(1,3-dioxoisoindoline-2,4-diyl)oxy-1,4-phenylene(1-methylethane-1,1-diyl)-1,4-phenyleneoxy]",*N1C(=O)c2c(C1=O)c(ccc2)Oc1ccc(cc1)C(c1ccc(cc1)Oc1cccc2c1C(=O)N(C2=O)c1c(C)cc(cc1C)Cc1cc(C)c(c(c1)C)*)(C)C,223.0,DSC
"poly[(1,3-dioxoisoindoline-4,2-diyl)-2,4,6-trimethyl-1,3-phenylene-(1,3-dioxoisoindoline-2,4-diyl)oxy-1,4-phenylene(1-methylethane-1,1-diyl)-1,4-phenyleneoxy]",O=C1c2cccc(c2C(=O)N1c1c(C)cc(c(c1C)*)C)Oc1ccc(cc1)C(c1ccc(cc1)Oc1cccc2c1C(=O)N(C2=O)*)(C)C,265.0,DSC
"poly[(1,3-dioxoisoindoline-2,4-diyl)oxy-1,4-phenylene(1-methylethane-1,1-diyl)-1,4-phenyleneoxy(1,3-dioxoisoindoline-4,2-diyl)-1,4-phenyleneoxybiphenyl-4,4'-diyloxy-1,4-phenylene]",*c1ccc(cc1)Oc1ccc(cc1)c1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)c(ccc2)Oc1ccc(cc1)C(c1ccc(cc1)Oc1cccc2c1C(=O)N(C2=O)*)(C)C,236.0,DSC
"poly[(1,3-dioxoisoindoline-2,4-diyl)oxy-1,4-phenylene(1-methylethane-1,1-diyl)-1,4-phenyleneoxy(1,3-dioxoisoindoline-4,2-diyl)-2-methyl-1,4-phenyleneoxy-1,4-phenyleneoxy-3-methyl-1,4-phenylene]",Cc1cc(ccc1N1C(=O)c2c(C1=O)c(ccc2)Oc1ccc(cc1)C(c1ccc(cc1)Oc1cccc2c1C(=O)N(C2=O)*)(C)C)Oc1ccc(cc1)Oc1ccc(c(c1)C)*,222.0,DSC
"poly[(1,3-dioxoisoindoline-4,2-diyl)-1,4-phenyleneoxy-1,4-phenylene(1,3-dioxoisoindoline-2,4-diyl)oxy-2,6-dimethyl-1,4-phenylenemethylene-3,5-dimethyl-1,4-phenyleneoxy]",*c1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cccc2Oc1c(C)cc(cc1C)Cc1cc(C)c(c(c1)C)Oc1cccc2c1C(=O)N(C2=O)*,270.0,DSC
"poly[(1,3-dioxoisoindoline-4,2-diyl)(3,3',5,5'-tetramethylbiphenyl-4,4'-diyl)(1,3-dioxoisoindoline-2,4-diyl)oxy-2,6-dimethyl-1,4-phenylenemethylene-3,5-dimethyl-1,4-phenyleneoxy]",Cc1cc(Cc2cc(C)c(c(c2)C)Oc2cccc3c2C(=O)N(C3=O)*)cc(c1Oc1cccc2c1C(=O)N(C2=O)c1c(C)cc(cc1C)c1cc(C)c(c(c1)C)*)C,276.0,DSC
"poly[(1,3-dioxoisoindoline-4,2-diyl)-2,6-dimethyl-1,4-phenylenemethylene-3,5-dimethyl-1,4-phenylene(1,3-dioxoisoindoline-2,4-diyl)oxy-2,6-dimethyl-1,4-phenylenemethylene-3,5-dimethyl-1,4-phenyleneoxy]",*N1C(=O)c2c(C1=O)c(ccc2)Oc1c(C)cc(cc1C)Cc1cc(C)c(c(c1)C)Oc1cccc2c1C(=O)N(C2=O)c1c(C)cc(cc1C)Cc1cc(C)c(c(c1)C)*,243.0,DSC
"poly[(1,3-dioxoisoindoline-4,2-diyl)-1,3-phenylene(1,3-dioxoisoindoline-2,4-diyl)oxy-2,6-dimethyl-1,4-phenylenemethylene-3,5-dimethyl-1,4-phenyleneoxy]",*c1cccc(c1)N1C(=O)c2c(C1=O)c(ccc2)Oc1c(C)cc(cc1C)Cc1cc(C)c(c(c1)C)Oc1cccc2c1C(=O)N(C2=O)*,269.0,DSC
"poly[(1,3-dioxoisoindoline-4,2-diyl)-2,4,6-trimethyl-1,3-phenylene(1,3-dioxoisoindoline-2,4-diyl)oxy-2,6-dimethyl-1,4-phenylenemethylene-3,5-dimethyl-1,4-phenyleneoxy]",Cc1cc(Cc2cc(C)c(c(c2)C)Oc2cccc3c2C(=O)N(C3=O)*)cc(c1Oc1cccc2c1C(=O)N(C2=O)c1c(C)cc(c(c1C)*)C)C,287.0,DSC
"poly[(1,3-dioxoisoindoline-2,4-diyl)oxy-2,6-dimethyl-1,4-phenylenemethylene-3,5-dimethyl-1,4-phenyleneoxy(1,3-dioxoisoindoline-4,2-diyl)-1,4-phenyleneoxybiphenyl-4,4'-diyloxy-1,4-phenylene]",*c1ccc(cc1)Oc1ccc(cc1)c1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)c(ccc2)Oc1c(C)cc(cc1C)Cc1cc(C)c(c(c1)C)Oc1cccc2c1C(=O)N(C2=O)*,259.0,DSC
"poly[(1,3-dioxoisoindoline-2,4-diyl)oxy-2,6-dimethyl-1,4-phenylenemethylene-3,5-dimethyl-1,4-phenyleneoxy(1,3-dioxoisoindoline-4,2-diyl)-2-methyl-1,4-phenyleneoxy-1,4-phenyleneoxy-3-methyl-1,4-phenylene]",Cc1cc(Cc2cc(C)c(c(c2)C)Oc2cccc3c2C(=O)N(C3=O)*)cc(c1Oc1cccc2c1C(=O)N(C2=O)c1ccc(cc1C)Oc1ccc(cc1)Oc1ccc(c(c1)C)*)C,238.0,DSC
"poly[(1,3-dioxoisoindoline-4,2-diyl)-1,4-phenyleneoxy-1,4-phenylene(1,3-dioxoisoindoline-2,4-diyl)oxy(3,3',5,5'-tetramethylbiphenyl-4,4'-diyl)oxy]",*c1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cccc2Oc1c(C)cc(cc1C)c1cc(C)c(c(c1)C)Oc1cccc2c1C(=O)N(C2=O)*,298.0,DSC
"poly[(1,3-dioxoisoindoline-4,2-diyl)(3,3',5,5'-tetramethylbiphenyl-4,4'-diyl)(1,3-dioxoisoindoline-2,4-diyl)oxy(3,3',5,5'-tetramethylbiphenyl-4,4'-diyl)oxy]",Cc1cc(cc(c1Oc1cccc2c1C(=O)N(C2=O)c1c(C)cc(cc1C)c1cc(C)c(c(c1)C)*)C)c1cc(C)c(c(c1)C)Oc1cccc2c1C(=O)N(C2=O)*,327.0,DSC
"poly[(1,3-dioxoisoindoline-4,2-diyl)-2,6-dimethyl-1,4-phenylenemethylene-3,5-dimethyl-1,4-phenylene(1,3-dioxoisoindoline-2,4-diyl)oxy(3,3',5,5'-tetramethylbiphenyl-4,4'-diyl)oxy]",*N1C(=O)c2c(C1=O)c(ccc2)Oc1c(C)cc(cc1C)c1cc(C)c(c(c1)C)Oc1cccc2c1C(=O)N(C2=O)c1c(C)cc(cc1C)Cc1cc(C)c(c(c1)C)*,289.0,DSC
"poly[(1,3-dioxoisoindoline-4,2-diyl)-1,3-phenylene(1,3-dioxoisoindoline-2,4-diyl)oxy(3,3',5,5'-tetramethylbiphenyl-4,4'-diyl)oxy]",*c1cccc(c1)N1C(=O)c2c(C1=O)c(ccc2)Oc1c(C)cc(cc1C)c1cc(C)c(c(c1)C)Oc1cccc2c1C(=O)N(C2=O)*,311.0,DSC
"poly[(1,3-dioxoisoindoline-4,2-diyl)-2,4,6-trimethyl-1,3-phenylene(1,3-dioxoisoindoline-2,4-diyl)oxy(3,3',5,5'-tetramethylbiphenyl-4,4'-diyl)oxy]",Cc1cc(cc(c1Oc1cccc2c1C(=O)N(C2=O)c1c(C)cc(c(c1C)*)C)C)c1cc(C)c(c(c1)C)Oc1cccc2c1C(=O)N(C2=O)*,325.0,DSC
"poly[(1,3-dioxoisoindoline-2,4-diyl)oxy(3,3',5,5'-tetramethylbiphenyl-4,4'-diyl)oxy(1,3-dioxoisoindoline-4,2-diyl)-1,4-phenyleneoxybiphenyl-4,4'-diyloxy-1,4-phenylene]",*c1ccc(cc1)Oc1ccc(cc1)c1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)c(ccc2)Oc1c(C)cc(cc1C)c1cc(C)c(c(c1)C)Oc1cccc2c1C(=O)N(C2=O)*,290.0,DSC
"poly[(1,3-dioxoisoindoline-2,4-diyl)oxy-3,5-di-tert-butyl-1,2-phenyleneoxy(1,3-dioxoisoindoline-4,2-diyl)-1,4-phenyleneoxy-1,4-phenylene]",*c1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cccc2Oc1c(Oc2cccc3c2C(=O)N(C3=O)*)cc(cc1C(C)(C)C)C(C)(C)C,238.0,DSC
"poly[(1,3-dioxoisoindoline-2,4-diyl)oxy-3,5-di-tert-butyl-1,2-phenyleneoxy(1,3-dioxoisoindoline-4,2-diyl)-1,4-phenyleneoxybiphenyl-4,4'-diyloxy-1,4-phenylene]",*c1ccc(cc1)Oc1ccc(cc1)c1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)c(ccc2)Oc1c(Oc2cccc3c2C(=O)N(C3=O)*)cc(cc1C(C)(C)C)C(C)(C)C,237.0,DSC
"poly[(1,3-dioxoisoindoline-2,4-diyl)oxy-2,5-di-tert-butyl-1,4-phenyleneoxy(1,3-dioxoisoindoline-4,2-diyl)-1,4-phenyleneoxybiphenyl-4,4'-diyloxy-1,4-phenylene]",*c1ccc(cc1)Oc1ccc(cc1)c1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)c(ccc2)Oc1cc(c(cc1C(C)(C)C)Oc1cccc2c1C(=O)N(C2=O)*)C(C)(C)C,275.0,DSC
"poly[(1,3-dioxoisoindoline-2,4-diyl)oxy-1,4-phenylene(2,2,2-trifluoro-1-trifluoromethylethane-1,1-diyl)-1,4-phenyleneoxy(1,3-dioxoisoindoline-4,2-diyl)-1,4-phenyleneoxybiphenyl-4,4'-diyloxy-1,4-phenylene]",*c1ccc(cc1)Oc1ccc(cc1)c1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)c(ccc2)Oc1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)Oc1cccc2c1C(=O)N(C2=O)*,234.0,DSC
"poly[(1,3-dioxoisoindoline-5,2-diyl)-3,3',5,5'-tetramethylbiphenyl-4,4'-diyl(1,3-dioxoisoindoline-2,5-diyl)oxy-1,4-phenylene(1-methylethane-1,1-diyl)-1,4-phenyleneoxy]",*N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc2c(c1)C(=O)N(C2=O)c1c(C)cc(cc1C)c1cc(C)c(c(c1)C)*)(C)C,280.0,DSC
"poly[(1,3-dioxoisoindoline-5,2-diyl)-2,6-dimethyl-1,4-phenylenemethylene-3,5-dimethyl-1,4-phenylene(1,3-dioxoisoindoline-2,5-diyl)oxy-1,4-phenylene(1-methylethane-1,1-diyl)-1,4-phenyleneoxy]",*N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc2c(c1)C(=O)N(C2=O)c1c(C)cc(cc1C)Cc1cc(C)c(c(c1)C)*)(C)C,249.0,DSC
"poly[(1,3-dioxoisoindoline-2,5-diyl)oxy-1,4-phenylene(1-methylethane-1,1-diyl)-1,4-phenyleneoxy(1,3-dioxoisoindoline-5,2-diyl)-1,4-phenyleneoxybiphenyl-4,4'-diyloxy-1,4-phenylene]",*c1ccc(cc1)Oc1ccc(cc1)c1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)ccc(c2)Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc2c(c1)C(=O)N(C2=O)*)(C)C,220.0,DSC
"poly[(1,3-dioxoisoindoline-5,2-diyl)-1,4-phenyleneoxy-1,4-phenylene(1,3-dioxoisoindoline-2,5-diyl)oxy-2,6-dimethyl-1,4-phenylenemethylene-3,5-dimethyl-1,4-phenyleneoxy]",*c1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)ccc(c2)Oc1c(C)cc(cc1C)Cc1cc(C)c(c(c1)C)Oc1ccc2c(c1)C(=O)N(C2=O)*,266.0,DSC
"poly[(1,3-dioxoisoindoline-5,2-diyl)-3,3',5,5'-tetramethylbiphenyl-4,4'-diyl(1,3-dioxoisoindoline-2,5-diyl)oxy-2,6-dimethyl-1,4-phenylenemethylene-3,5-dimethyl-1,4-phenyleneoxy]",*N1C(=O)c2c(C1=O)cc(cc2)Oc1c(C)cc(cc1C)Cc1cc(C)c(c(c1)C)Oc1ccc2c(c1)C(=O)N(C2=O)c1c(C)cc(cc1C)c1cc(C)c(c(c1)C)*,420.0,DSC
"poly[(1,3-dioxoisoindoline-5,2-diyl)-2,6-dimethyl-1,4-phenylenemethylene-3,5-dimethyl-1,4-phenylene(1,3-dioxoisoindoline-2,5-diyl)oxy-2,6-dimethyl-1,4-phenylenemethylene-3,5-dimethyl-1,4-phenyleneoxy]",Cc1cc(Cc2cc(C)c(c(c2)C)Oc2ccc3c(c2)C(=O)N(C3=O)*)cc(c1Oc1ccc2c(c1)C(=O)N(C2=O)c1c(C)cc(cc1C)Cc1cc(C)c(c(c1)C)*)C,264.0,DSC
"poly[(1,3-dioxoisoindoline-5,2-diyl)-1,3-phenylene(1,3-dioxoisoindoline-2,5-diyl)oxy-2,6-dimethyl-1,4-phenylenemethylene-3,5-dimethyl-1,4-phenyleneoxy]",*c1cccc(c1)N1C(=O)c2c(C1=O)cc(cc2)Oc1c(C)cc(cc1C)Cc1cc(C)c(c(c1)C)Oc1ccc2c(c1)C(=O)N(C2=O)*,245.0,DSC
"poly[(1,3-dioxoisoindoline-2,5-diyl)oxy-2,6-dimethyl-1,4-phenylenemethylene-3,5-dimethyl-1,4-phenyleneoxy(1,3-dioxoisoindoline-5,2-diyl)-1,4-phenyleneoxybiphenyl-4,4'-diyloxy-1,4-phenylene]",*c1ccc(cc1)Oc1ccc(cc1)c1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)ccc(c2)Oc1c(C)cc(cc1C)Cc1cc(C)c(c(c1)C)Oc1ccc2c(c1)C(=O)N(C2=O)*,248.0,DSC
"poly[(1,3-dioxoisoindoline-5,2-diyl)-1,4-phenyleneoxy-1,4-phenylene(1,3-dioxoisoindoline-2,5-diyl)oxy-3,3',5,5'-tetramethylbiphenyl-4,4'-diyloxy]",*c1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1c(C)cc(cc1C)c1cc(C)c(c(c1)C)Oc1ccc2c(c1)C(=O)N(C2=O)*,299.0,DSC
"poly[(1,3-dioxoisoindoline-5,2-diyl)-2,6-dimethyl-1,4-phenylenemethylene-3,5-dimethyl-1,4-phenylene(1,3-dioxoisoindoline-2,5-diyl)oxy-3,3',5,5'-tetramethylbiphenyl-4,4'-diyloxy]",Cc1cc(cc(c1Oc1ccc2c(c1)C(=O)N(C2=O)c1c(C)cc(cc1C)Cc1cc(C)c(c(c1)C)*)C)c1cc(C)c(c(c1)C)Oc1ccc2c(c1)C(=O)N(C2=O)*,420.0,DSC
"poly[(1,3-dioxoisoindoline-5,2-diyl)-1,3-phenylene(1,3-dioxoisoindoline-2,5-diyl)oxy-3,3',5,5'-tetramethylbiphenyl-4,4'-diyloxy]",*c1cccc(c1)N1C(=O)c2c(C1=O)cc(cc2)Oc1c(C)cc(cc1C)c1cc(C)c(c(c1)C)Oc1ccc2c(c1)C(=O)N(C2=O)*,295.0,DSC
"poly[(1,3-dioxoisoindoline-2,5-diyl)oxy-3,5-di-tert-butyl-1,2-phenyleneoxy(1,3-dioxoisoindoline-5,2-diyl)-1,4-phenyleneoxy-1,4-phenylene]",*c1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)ccc(c2)Oc1c(Oc2ccc3c(c2)C(=O)N(C3=O)*)cc(cc1C(C)(C)C)C(C)(C)C,228.0,DSC
"poly[(1,3-dioxoisoindoline-2,5-diyl)oxy-2,5-di-tert-butyl-1,4-phenyleneoxy(1,3-dioxoisoindoline-5,2-diyl)-1,4-phenyleneoxybiphenyl-4,4'-diyloxy-1,4-phenylene]",*c1ccc(cc1)Oc1ccc(cc1)c1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1cc(c(cc1C(C)(C)C)Oc1ccc2c(c1)C(=O)N(C2=O)*)C(C)(C)C,262.0,DSC
"poly[(1,3-dioxoisoindoline-2,5-diyl)oxy-1,4-phenylene(2,2,2-trifluoro-1-trifluoromethylethane-1,1-diyl)-1,4-phenyleneoxy(1,3-dioxoisoindoline-5,2-diyl)-1,4-phenyleneoxybiphenyl-4,4'-diyloxy-1,4-phenylene]",*c1ccc(cc1)Oc1ccc(cc1)c1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)ccc(c2)Oc1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)Oc1ccc2c(c1)C(=O)N(C2=O)*,217.0,DSC
"poly[(1,1',3,3'-tetraoxo-5,5'-biisoindoline-2,2'-diyl)-2,6-dimethyl-1,4-phenylene(3-trifluoromethylphenylmethylene)-3,5-dimethyl-1,4-phenylene]",O=C1N(C(=O)c2c1cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)*)c1c(C)cc(cc1C)C(c1cccc(c1)C(F)(F)F)c1cc(C)c(c(c1)C)*,312.9,DSC
"poly[(1,3-dioxoisoindoline-2,5-diyl)carbonyl(1,3-dioxoisoindoline-5,2-diyl)-2,6-dimethyl-1,4-phenylene(3-trifluoromethylphenylmethylene)-3,5-dimethyl-1,4-phenylene]",*c1ccc2c(c1)C(=O)N(C2=O)c1c(C)cc(cc1C)C(c1cccc(c1)C(F)(F)F)c1cc(C)c(c(c1)C)N1C(=O)c2c(C1=O)cc(cc2)C(=O)*,285.0,DSC
"poly[(1,3-dioxoisoindoline-2,5-diyl)oxy(1,3-dioxoisoindoline-5,2-diyl)-2,6-dimethyl-1,4-phenylene(3-trifluoromethylphenylmethylene)-3,5-dimethyl-1,4-phenylene]",O=C1N(C(=O)c2c1cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)*)c1c(C)cc(cc1C)C(c1cccc(c1)C(F)(F)F)c1cc(C)c(c(c1)C)*,264.1,DSC
"poly[(1,3-dioxoisoindoline-2,5-diyl)(2,2,2-trifluoro-1-trifluoromethylethane-1,1-diyl)(1,3-dioxoisoindoline-5,2-diyl)-2,6-dimethyl-1,4-phenylene(3-trifluoromethylphenylmethylene)-3,5-dimethyl-1,4-phenylene]",*c1ccc2c(c1)C(=O)N(C2=O)c1c(C)cc(cc1C)C(c1cccc(c1)C(F)(F)F)c1cc(C)c(c(c1)C)N1C(=O)c2c(C1=O)cc(cc2)C(C(F)(F)F)(C(F)(F)F)*,286.1,DSC
"poly[(1,1',3,3'-tetraoxo-5,5'-biisoindoline-2,2'-diyl)-2,6-dimethyl-1,4-phenylene[3,5-bis(trifluoromethyl)phenylmethylene]-3,5-dimethyl-1,4-phenylene]",O=C1N(C(=O)c2c1cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)*)c1c(C)cc(cc1C)C(c1cc(cc(c1)C(F)(F)F)C(F)(F)F)c1cc(C)c(c(c1)C)*,317.4,DSC
"poly[(1,3-dioxoisoindoline-2,5-diyl)carbonyl(1,3-dioxoisoindoline-5,2-diyl)-2,6-dimethyl-1,4-phenylene[3,5-bis(trifluoromethyl)phenylmethylene]-3,5-dimethyl-1,4-phenylene]",*c1ccc2c(c1)C(=O)N(C2=O)c1c(C)cc(cc1C)C(c1cc(cc(c1)C(F)(F)F)C(F)(F)F)c1cc(C)c(c(c1)C)N1C(=O)c2c(C1=O)cc(cc2)C(=O)*,301.1,DSC
"poly[(1,3-dioxoisiindoline-2,5-diyl)oxy(1,3-dioxoisoindoline-5,2-diyl)-2,6-dimethyl-1,4-phenylene[3,5-bis(trifluoromethyl)phenylmethylene]-3,5-dimethyl-1,4-phenylene]",O=C1N(C(=O)c2c1cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)*)c1c(C)cc(cc1C)C(c1cc(cc(c1)C(F)(F)F)C(F)(F)F)c1cc(C)c(c(c1)C)*,281.9,DSC
"poly[(1,3-dioxoisoindoline-2,5-diyl)(2,2,2-trifluoro-1-trifluoromethylethane-1,1-diyl)(1,3-dioxoisoindoline-5,2-diyl)-2,6-dimethyl-1,4-phenylene[3,5-bis(trifluoromethyl)phenylmethylene]-3,5-dimethyl-1,4-phenylene]",*c1ccc2c(c1)C(=O)N(C2=O)c1c(C)cc(cc1C)C(c1cc(cc(c1)C(F)(F)F)C(F)(F)F)c1cc(C)c(c(c1)C)N1C(=O)c2c(C1=O)cc(cc2)C(C(F)(F)F)(C(F)(F)F)*,288.0,DSC
"poly{(1,3-dioxoisoindoline-2,5-diyl)oxy(1,3-dioxoisoindoline-5,2-diyl)[3-(trifluoromethyl)-1,4-phenylene]oxy-1,4-phenyleneoxy-1,4-phenylene}",*c1ccc(cc1)Oc1ccc(cc1)Oc1ccc(cc1C(F)(F)F)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)*,232.3,DSC
"poly{(1,3-dioxoisoindoline-2,5-diyl)carbonyl(1,3-dioxoisoindoline-5,2-diyl)[3-(trifluoromethyl)-1,4-phenylene]oxy-1,4-phenyleneoxy-1,4-phenylene}",*c1ccc2c(c1)C(=O)N(C2=O)c1ccc(c(c1)C(F)(F)F)Oc1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)*,237.1,DSC
